ant,id,Score,Viewcount,Body
85,477816,9911,2615070,"<p>I've been messing around with <a href=""http://en.wikipedia.org/wiki/JSON"" rel=""noreferrer"">JSON</a> for some time, just pushing it out as text and it hasn't hurt anybody (that I know of), but I'd like to start doing things properly.</p>

<p>I have seen <em>so</em> many purported ""standards"" for the JSON content type:</p>

<pre><code>application/json
application/x-javascript
text/javascript
text/x-javascript
text/x-json
</code></pre>

<p>But which one is correct, or best? I gather that there are security and browser support issues varying between them.</p>

<p>I know there's a similar question, <em><a href=""https://stackoverflow.com/questions/404470/what-mime-type-if-json-is-being-returned-by-a-rest-api"">What MIME type if JSON is being returned by a REST API?</a></em>, but I'd like a slightly more targeted answer.</p>
"
86,2594829,1763,2610310,"<p>It's easy to find duplicates with one field:</p>

<pre><code>SELECT name, COUNT(email) 
FROM users
GROUP BY email
HAVING COUNT(email) &gt; 1
</code></pre>

<p>So if we have a table</p>

<pre class=""lang-none prettyprint-override""><code>ID   NAME   EMAIL
1    John   asd@asd.com
2    Sam    asd@asd.com
3    Tom    asd@asd.com
4    Bob    bob@asd.com
5    Tom    asd@asd.com
</code></pre>

<p>This query will give us John, Sam, Tom, Tom because they all have the same <code>email</code>.</p>

<p>However, what I want is to get duplicates with the same <code>email</code> <strong>and</strong> <code>name</code>.</p>

<p>That is, I want to get ""Tom"", ""Tom"".</p>

<p>The reason I need this: I made a mistake, and allowed to insert duplicate <code>name</code> and <code>email</code> values. Now I need to remove/change the duplicates, so I need to <em>find</em> them first.</p>
"
87,2835559,1390,2594016,"<p>I have this JSON in a file:</p>

<pre class=""lang-json prettyprint-override""><code>{
    ""maps"": [
        {
            ""id"": ""blabla"",
            ""iscategorical"": ""0""
        },
        {
            ""id"": ""blabla"",
            ""iscategorical"": ""0""
        }
    ],
    ""masks"": [
        ""id"": ""valore""
    ],
    ""om_points"": ""value"",
    ""parameters"": [
        ""id"": ""valore""
    ]
}
</code></pre>

<p>I wrote this script to print all of the JSON data:</p>

<pre><code>import json
from pprint import pprint

with open('data.json') as f:
    data = json.load(f)

pprint(data)
</code></pre>

<p>This program raises an exception, though:</p>

<pre class=""lang-none prettyprint-override""><code>Traceback (most recent call last):
  File ""&lt;pyshell#1&gt;"", line 5, in &lt;module&gt;
    data = json.load(f)
  File ""/usr/lib/python3.5/json/__init__.py"", line 319, in loads
    return _default_decoder.decode(s)
  File ""/usr/lib/python3.5/json/decoder.py"", line 339, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""/usr/lib/python3.5/json/decoder.py"", line 355, in raw_decode
    obj, end = self.scan_once(s, idx)
json.decoder.JSONDecodeError: Expecting ',' delimiter: line 13 column 13 (char 213)
</code></pre>

<p>How can I parse the JSON and extract its values?</p>
"
88,7172784,2568,2593215,"<p>I use Ubuntu and installed <a href=""https://en.wikipedia.org/wiki/CURL"" rel=""noreferrer"">cURL</a> on it. I want to test my Spring REST application with cURL. I wrote my POST code at the Java side. However, I want to test it with cURL. I am trying to post a JSON data. Example data is like this:</p>

<pre><code>{""value"":""30"",""type"":""Tip 3"",""targetModule"":""Target 3"",""configurationGroup"":null,""name"":""Configuration Deneme 3"",""description"":null,""identity"":""Configuration Deneme 3"",""version"":0,""systemId"":3,""active"":true}
</code></pre>

<p>I use this command:</p>

<pre><code>curl -i \
    -H ""Accept: application/json"" \
    -H ""X-HTTP-Method-Override: PUT"" \
    -X POST -d ""value"":""30"",""type"":""Tip 3"",""targetModule"":""Target 3"",""configurationGroup"":null,""name"":""Configuration Deneme 3"",""description"":null,""identity"":""Configuration Deneme 3"",""version"":0,""systemId"":3,""active"":true \
    http://localhost:8080/xx/xxx/xxxx
</code></pre>

<p>It returns this error:</p>

<pre><code>HTTP/1.1 415 Unsupported Media Type
Server: Apache-Coyote/1.1
Content-Type: text/html;charset=utf-8
Content-Length: 1051
Date: Wed, 24 Aug 2011 08:50:17 GMT
</code></pre>

<p>The error description is this:</p>

<blockquote>
  <p><em>The server refused this request because the request entity is in a format not supported by the requested resource for the requested method ().</em></p>
</blockquote>

<p>Tomcat log:
    ""POST /ui/webapp/conf/clear HTTP/1.1"" 415 1051</p>

<p>What is the right format of the cURL command?</p>

<p>This is my Java side <code>PUT</code> code (I have tested GET and DELETE and they work):</p>

<pre><code>@RequestMapping(method = RequestMethod.PUT)
public Configuration updateConfiguration(HttpServletResponse response, @RequestBody Configuration configuration) { //consider @Valid tag
    configuration.setName(""PUT worked"");
    //todo If error occurs response.sendError(HttpServletResponse.SC_NOT_FOUND);
    return configuration;
}
</code></pre>
"
89,419163,5452,2545331,"<p>What does the <code>if __name__ == ""__main__"":</code> do?</p>

<pre><code># Threading example
import time, thread

def myfunction(string, sleeptime, lock, *args):
    while True:
        lock.acquire()
        time.sleep(sleeptime)
        lock.release()
        time.sleep(sleeptime)

if __name__ == ""__main__"":
    lock = thread.allocate_lock()
    thread.start_new_thread(myfunction, (""Thread #: 1"", 2, lock))
    thread.start_new_thread(myfunction, (""Thread #: 2"", 2, lock))
</code></pre>
"
90,4089430,3696,2537722,"<p>I pulled a project from GitHub a few days ago. I've since discovered that there are several forks on GitHub, and I neglected to note which one I took originally. How can I determine which of those forks I pulled?</p>
"
91,178325,7436,2528855,"<p>It is possible to toggle the visibility of an element, using the functions <code>.hide()</code>, <code>.show()</code> or <code>.toggle()</code>?</p>

<p>How would you test if an element is visible or hidden?</p>
"
92,218384,210,2511955,"<p>What are Null Pointer Exceptions (<code>java.lang.NullPointerException</code>) and what causes them?</p>

<p>What methods/tools can be used to determine the cause so that you stop the exception from causing the program to terminate prematurely?</p>
"
93,85190,1432,2506696,"<p>Consider:</p>

<pre><code>List&lt;String&gt; someList = new ArrayList&lt;String&gt;();
// add ""monkey"", ""donkey"", ""skeleton key"" to someList
</code></pre>



<pre><code>for (String item : someList) {
    System.out.println(item);
}
</code></pre>

<p>What would the equivalent <code>for</code> loop look like without using the <em>for each</em> syntax?</p>
"
94,452859,1589,2500798,"<p>I have multiple set of data to insert at once, say 4 rows. My table has three columns: <code>Person</code>, <code>Id</code> and <code>Office</code>.</p>

<pre><code>INSERT INTO MyTable VALUES (""John"", 123, ""Lloyds Office"");
INSERT INTO MyTable VALUES (""Jane"", 124, ""Lloyds Office"");
INSERT INTO MyTable VALUES (""Billy"", 125, ""London Office"");
INSERT INTO MyTable VALUES (""Miranda"", 126, ""Bristol Office"");
</code></pre>

<p>Can I insert all 4 rows in a single SQL statement?</p>
"
95,18093928,1256,2485129,"<p>A common problem that new Java developers experience is that their programs fail to run with the error message:  <code>Could not find or load main class ...</code></p>

<p>What does this mean, what causes it, and how should you fix it?</p>
"
96,53513,3235,2475043,"<p>For example, if passed the following:</p>

<pre><code>a = []
</code></pre>

<p>How do I check to see if <code>a</code> is empty?</p>
"
97,161813,4554,2463495,"<p>How do I resolve merge conflicts in Git?</p>
"
98,195951,2621,2452039,"<p>How can I change a class of an HTML element in response to an <code>onclick</code> event using JavaScript?</p>
"
99,1531093,2120,2451385,"<p>How do I get current date in JavaScript?</p>
"
100,179123,7670,2444684,"<p>I wrote the wrong thing in a commit message.</p>

<p>How can I change the message? The commit has not been pushed yet.</p>
"
101,613183,3425,2428082,"<p>I have a dictionary of values read from two fields in a database: a string field and a numeric field. The string field is unique, so that is the key of the dictionary.</p>

<p>I can sort on the keys, but how can I sort based on the values?</p>

<p>Note: I have read Stack Overflow question here <em><a href=""https://stackoverflow.com/questions/72899"">How do I sort a list of dictionaries by a value of the dictionary?</a></em> and probably could change my code to have a list of dictionaries, but since I do not really need a list of dictionaries I wanted to know if there is a simpler solution to sort either in ascending or descending order.</p>
"
102,953918,799,2423009,"<p>I have a <code>div</code> tag with <code>width</code> set to <strong>800 pixels</strong>. When the browser width is greater than <strong>800 pixels</strong>, it shouldn't stretch the <code>div</code>, but it should bring it to the middle of the page.</p>
"
103,273192,3844,2414893,"<p>What is the most elegant way to check if the directory a file is going to be written to exists, and if not, create the directory using Python? Here is what I tried:</p>

<pre><code>import os

file_path = ""/my/directory/filename.txt""
directory = os.path.dirname(file_path)

try:
    os.stat(directory)
except:
    os.mkdir(directory)       

f = file(filename)
</code></pre>

<p>Somehow, I missed <code>os.path.exists</code> (thanks kanja, Blair, and Douglas). This is what I have now:</p>

<pre><code>def ensure_dir(file_path):
    directory = os.path.dirname(file_path)
    if not os.path.exists(directory):
        os.makedirs(directory)
</code></pre>

<p>Is there a flag for ""open"", that makes this happen automatically?</p>
"
104,369602,2336,2413171,"<p>Is there an easy way to delete an element from an array using PHP, such that <code>foreach ($array)</code> no longer includes that element?</p>

<p>I thought that setting it to <code>null</code> would do it, but apparently it does not work.</p>
"
105,25969,1320,2399054,"<p>I am trying to <code>INSERT INTO</code> a table using the input from another table. Although this is entirely feasible for many database engines, I always seem to struggle to remember the correct syntax for the <code>SQL</code> engine of the day (<a href=""http://en.wikipedia.org/wiki/MySQL"" rel=""noreferrer"">MySQL</a>, <a href=""http://en.wikipedia.org/wiki/Oracle_Database"" rel=""noreferrer"">Oracle</a>, <a href=""http://en.wikipedia.org/wiki/Microsoft_SQL_Server"" rel=""noreferrer"">SQL Server</a>, <a href=""http://en.wikipedia.org/wiki/IBM_Informix"" rel=""noreferrer"">Informix</a>, and <a href=""http://en.wikipedia.org/wiki/IBM_DB2"" rel=""noreferrer"">DB2</a>).</p>

<p>Is there a silver-bullet syntax coming from an SQL standard (for example, <a href=""http://en.wikipedia.org/wiki/SQL-92"" rel=""noreferrer"">SQL-92</a>) that would allow me to insert the values without worrying about the underlying database?</p>
"
106,638975,3043,2394333,"<p>I've used the following script to see if a file exists:</p>

<pre><code>#!/bin/bash

FILE=$1     
if [ -f $FILE ]; then
   echo ""File $FILE exists.""
else
   echo ""File $FILE does not exist.""
fi
</code></pre>

<p>What's the correct syntax to use if I only want to check if the file does <strong>not</strong> exist?</p>

<pre><code>#!/bin/bash

FILE=$1     
if [ $FILE does not exist ]; then
   echo ""File $FILE does not exist.""
fi
</code></pre>
"
107,1232040,2198,2388991,"<p>Is there a way to empty an array and if so possibly with <code>.remove()</code>?</p>

<p>For instance, </p>

<pre><code>A = [1,2,3,4];
</code></pre>

<p>How can I empty that?</p>
"
108,52704,4513,2388084,"<p>How do I discard changes in my working copy that are not in the index?</p>
"
109,237104,3727,2386428,"<p>What is the most concise and efficient way to find out if a JavaScript array contains a value?</p>

<p>This is the only way I know to do it:</p>

<pre><code>function contains(a, obj) {
    for (var i = 0; i &lt; a.length; i++) {
        if (a[i] === obj) {
            return true;
        }
    }
    return false;
}
</code></pre>

<p>Is there a better and more concise way to accomplish this?</p>

<p>This is very closely related to Stack Overflow question <em><a href=""https://stackoverflow.com/questions/143847/best-way-to-find-an-item-in-a-javascript-array"">Best way to find an item in a JavaScript Array?</a></em> which addresses finding objects in an array using <code>indexOf</code>.</p>
"
